,species_name,phylo_level,parent,F12246,F12247,F12248,F12249,F12250,F12252,F12253,F12254,F12255,F12257,F12260,F12261,F12262,F12263,F12265,F12266,F12268,F12269,F12270,F12271,F12272,F12273,F12276,F12277,F12278,F12279,F12280,F12281,F12284,F12285,F12286,F12287,F12289,F12292,F12293,F12294,F12295,F12296,F12300,F12301,F12303,F12304,F12307,F12308,F12310,F12311,F12312,F12315,F12316,F12317,F12318,F12320,F12321,F12323,F12324,F12326,F12327,F12328,F12329,F12331,F12332,F12333,F12339
1399116,Lactococcus lactis subsp. lactis KLDS 4.0325,S2,1360,,,,,,700.0,,,,,,,,,,,,,,,2866.0,,,,,,,,,22863.0,,,,,,,,,,,,,,,,,,,,22263.0,,,,,,,,,,,,,
2480908,[Mycobacterium] chelonae subsp. gwanakae,S1,1774,,,559.0,,,,,,1606.0,,,,,,,,,,,8866.0,1110.0,586.0,,,9742.0,,,781.0,,4419.0,,,,7703.0,,,,,,,2048.0,,,,,,,9879.0,,,1198.0,,,,,,,,,,,,
1843368,Sphingobium sp. RAC03,S,2611147,,,,,,,,,,,,,,,,,,,,9206.0,1965.0,,,,,,,,,6619.0,,,9291.0,7604.0,,,,,,,2565.0,,,,,1514.0,,,,,,,,536.0,4861.0,,,,,,4083.0,,
335659,Bradyrhizobium sp. S23321,S,2631580,,,,,,,,,,,,,,,,,,,,8710.0,,,,,11061.0,,,,,,,,3037.0,9288.0,2602.0,,,,,,,,,,2134.0,,,,,,,2320.0,,,8239.0,,,,,,,,
515393,Pseudomonas yamanorum,S,286,,,,,,,6433.0,,,,,,,,,,,,,,,,,,,,,,,27521.0,,,,,,,,,,,,,5074.0,,,,,,,,,,,,,,,,,,8250.0,,
2082188,Sphingobium sp. YG1,S,2611147,,,,898.0,902.0,,,,,,,420.0,,,,,,,,9013.0,,,,,5337.0,,,,,6506.0,,1930.0,,7648.0,,,,,,,,778.0,,1181.0,,,,,,1639.0,,,,,5030.0,,,,1699.0,,4055.0,,
2560053,Paracoccus sp. 2251,S,246570,,,,,,,,,,,,,,,,,,,,27794.0,,,,,3237.0,,,,,,,,,,9487.0,,,,,,,,,,,1214.0,,,,,,,,,3351.0,,,,,,,,
1656,Actinomyces viscosus,S,1654,,,,,,,,,,,,,,,,,,,,,,,,12588.0,,,,,,29722.0,,,2524.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2047,Rothia dentocariosa,S,32207,,434.0,,,,,1798.0,529.0,,,,1517.0,,453.0,,,,2268.0,,2041.0,309.0,,,5671.0,,,,,,12357.0,,,4774.0,,,,,,,,608.0,,,,,,285.0,,,848.0,,518.0,529.0,433.0,1100.0,,,398.0,,,5558.0,1326.0,
536441,Chryseobacterium taklimakanense,S,59732,,,,,,,,,,1195.0,,,,,,,,11241.0,,10270.0,,,,,,,1161.0,,1450.0,5881.0,,1382.0,9385.0,,,,,,610.0,,998.0,,,,,,,,,,,,,,,,,,,,,,
680646,Rothia mucilaginosa DY-18,S1,43675,,,,,,,4974.0,,,,,,,,379.0,,,,,,,,,11930.0,,,,,,25993.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398578,Delftia acidovorans SPH-1,S1,80866,,,,,,,,,1355.0,,,,,,,,,,,,,,,,8690.0,,,,,12381.0,,,,10586.0,4245.0,,,,,,,,,,,,,2004.0,,,,,,,,1207.0,,,2416.0,,,,
266,Paracoccus denitrificans,S,265,,,,,,,,,,,,,,,,,,,,24831.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17986.0,,
1392005,Comamonas testosteroni TK102,S1,285,1781.0,,,,,,,,,,,,,,,,1013.0,1501.0,797.0,,,,,,5939.0,,1064.0,,,8613.0,,,,7533.0,,1411.0,,1304.0,,,2138.0,,,,,,,,,,,,,,4792.0,,,1678.0,,,2974.0,,
1549858,Sphingomonas taxi,S,13687,,,,,,,,821.0,,,,,,,,,,,,,,,,,10484.0,,,,,,,,13829.0,12551.0,,,,,,,,,,,,2255.0,2428.0,,,,,,,,,,,,,,,,
2153385,Lelliottia sp. WB101,S,2642424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12957.0,,,,,,,,15528.0,,,,,6399.0,,,,,,,,6858.0,
2478552,Flavobacterium sp. 140616W15,S,196869,,,,,,1588.0,2843.0,,,,,3373.0,,,,,,12001.0,,,,,,3759.0,7192.0,,,,,9610.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2282124,Stenotrophomonas sp. ASS1,S,196198,,,,,,,,,,,,,,,,,,,,,,,,,25859.0,,,,,,,,,,12253.0,,,,,,,,,,,,,2008.0,,,,,,,,,,,,,,,
1604,Lactobacillus amylovorus,S,1578,,,,,,,,,,,,,,,,,,,,1972.0,,,,,,,,,,,,,4876.0,1349.0,,,,,,,,,,,,,,,,,,,,,,,,,,,31830.0,,
1219035,Novosphingobium tardaugens NBRC 16725,S1,169176,905.0,,1250.0,,,,,,,,,,,,,,,,,7959.0,,,,,5116.0,,,,623.0,5917.0,,,,7219.0,,,,1204.0,,,,,1441.0,,1850.0,1079.0,,,,,,,,543.0,4479.0,,,,,,,,
2306583,Halomonas sp. JS92-SW72,S,2609666,2419.0,202.0,698.0,374.0,231.0,465.0,438.0,140.0,,144.0,195.0,,107.0,,258.0,111.0,223.0,151.0,331.0,1129.0,295.0,,466.0,575.0,933.0,,,465.0,256.0,891.0,226.0,,5666.0,1956.0,4163.0,453.0,834.0,444.0,360.0,203.0,585.0,436.0,368.0,,105.0,111.0,250.0,,333.0,371.0,295.0,376.0,366.0,328.0,345.0,164.0,292.0,490.0,646.0,,6069.0,558.0,898.0
339,Xanthomonas campestris,S,338,,,,,517.0,1339.0,,,,,,,,,,,,,,6581.0,,,,1206.0,4489.0,,,,,14999.0,,,3908.0,,,,,,,,,,,,,,,,,,,,,,1963.0,,,,,,3201.0,,535.0
43770,Corynebacterium striatum,S,1716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24399.0,,,,,,,,,,,,,,,,,,,,,,8885.0,,5410.0,,,,,,
712122,Actinomyces sp. oral taxon 414,S,2609248,,,,,,,,,,,,,,2983.0,,,,,,840.0,,,,,,,,,,29741.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4532.0,,583.0
29466,Veillonella parvula,S,29465,,,,650.0,,,2381.0,,,,,1456.0,,1989.0,118.0,,,3186.0,,387.0,,,216.0,6479.0,,,,,,16189.0,,,1839.0,,,,,,175.0,,,,,,,,,,,462.0,,,,,,,,,,,2142.0,694.0,185.0
595537,Variovorax paradoxus EPS,S1,34073,,,,,,,,,,,,,,,,,,,,8454.0,,,,,,,,,,9666.0,,,,9294.0,3473.0,,,,,,,,,,,,,,2014.0,,,,,,5562.0,,,,,,,,
1520670,[Mycobacterium] stephanolepidis,S,670516,,,,,,,,,,,,,,,,,,,,8557.0,,,,,9603.0,,,,,,,,,7707.0,,,,,,,,,,,,,,9896.0,,,,,,,2678.0,,,,,,,,
488447,Burkholderia contaminans,S,87882,,1147.0,,,,,,,1706.0,,3514.0,,,,,,,,,8867.0,,,,,6670.0,,,,,,,,,9588.0,,,,,,,,,1466.0,,,,1330.0,937.0,2669.0,,,,,,,,,,,,,,
1032480,Microlunatus phosphovorus NM-1,S1,29405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13153.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,24122.0,,
314722,Pseudoxanthomonas suwonensis,S,83618,,263.0,,1548.0,,,,,,,,,,,,,,,,5018.0,,,,,4837.0,,398.0,967.0,,17329.0,,,,4391.0,,,,,696.0,,,,,,,,,,,,,,,,1650.0,,,,,,,,
358,Agrobacterium tumefaciens,S,1183400,,,,,305.0,,,,320.0,349.0,,465.0,,559.0,,444.0,,372.0,,4958.0,300.0,631.0,,747.0,1107.0,,273.0,,288.0,1975.0,280.0,,1983.0,2129.0,1654.0,207.0,487.0,606.0,726.0,906.0,882.0,310.0,695.0,673.0,1478.0,435.0,627.0,915.0,477.0,715.0,396.0,831.0,306.0,,2006.0,769.0,,687.0,,236.0,2296.0,,237.0
1325090,Bradyrhizobium guangdongense,S,374,,,,,,,,,,,,,,,,,,1624.0,,8587.0,,,,,10678.0,1121.0,,,898.0,,,,2952.0,,,,,,,,,1468.0,,,,,,,,,,,1643.0,,8027.0,,,,,,,,
904291,Microbacterium sediminis,S,33882,478.0,,,976.0,,,,,368.0,1035.0,,741.0,,,693.0,,,576.0,,3211.0,,,,,2738.0,601.0,,538.0,,2333.0,329.0,787.0,11717.0,4937.0,863.0,,,,561.0,,1038.0,,,,,,,,332.0,914.0,,,,,973.0,,,,,,,,
85698,Achromobacter xylosoxidans,S,222,,494.0,,,,,,960.0,311.0,485.0,386.0,,392.0,631.0,,,,378.0,363.0,5808.0,396.0,,,,3106.0,,,582.0,440.0,2974.0,935.0,625.0,2116.0,6365.0,890.0,,,,,516.0,,,,,,696.0,,,976.0,628.0,525.0,594.0,,,1423.0,537.0,480.0,471.0,340.0,414.0,,,436.0
696216,Streptococcus constellatus subsp. pharyngis C232,S2,184250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36572.0,,
1307,Streptococcus suis,S,1301,,,,,,,,,,,,,,,,,,35399.0,,,,,,,,1094.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29379,Staphylococcus auricularis,S,1279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36217.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1276282,Staphylococcus pasteuri SP1,S1,45972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36111.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487071,Chryseobacterium sp. F5649,S,2593645,,,,,,,,,,,,,,,,,,,,18130.0,,,,,6806.0,,,,,,,,10804.0,,,,,,,367.0,,,,,,,,,,,,,,,,,,,,,,,
214473,Staphylococcus nepalensis,S,1279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36082.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293592,Lactobacillus curvatus JCM 1096 = DSM 20019,S1,28038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35772.0,,
929102,Lactococcus lactis subsp. lactis CV56,S2,1360,,,,,,,,,,,,,,,,,,,,,,,,8353.0,4134.0,,,,,22972.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,Haemophilus parainfluenzae,S,724,,,,,,,1373.0,,,,,,,,,,,2207.0,428.0,527.0,,,,2976.0,292.0,,,,,7989.0,,,3513.0,387.0,,,,,1000.0,,,1392.0,895.0,,758.0,871.0,,618.0,,1129.0,,,,,2834.0,,,998.0,1210.0,,2687.0,,1107.0
61646,Lelliottia amnigena,S,1330545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17096.0,,,,,,,,,,,,11408.0,,,,,,,6380.0,,,,,,,,,
2082387,Mesorhizobium sp. Pch-S,S,325217,,,105.0,858.0,,368.0,384.0,218.0,274.0,312.0,241.0,347.0,,138.0,819.0,280.0,,562.0,504.0,2242.0,338.0,488.0,300.0,329.0,2327.0,,228.0,351.0,,1293.0,,,727.0,3174.0,580.0,278.0,,847.0,383.0,154.0,732.0,938.0,681.0,,382.0,619.0,1336.0,569.0,1072.0,614.0,417.0,590.0,1059.0,287.0,1801.0,398.0,395.0,594.0,184.0,558.0,1091.0,451.0,633.0
553814,Acidovorax carolinensis,S,12916,,,,,,,,,1367.0,,,929.0,,,1628.0,,,,,,,,,,6622.0,,,,,9262.0,,,,8424.0,3514.0,,,,1021.0,,,,,,,,,,,,,,1590.0,,,,,,,,,,
72758,Staphylococcus capitis subsp. capitis,S1,29388,,,,,,,,,,,,,,,,,,,,,,,,34158.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71999,Kocuria palustris,S,57493,111.0,,336.0,,,981.0,,,,,,,,,,,,927.0,,7664.0,,,,823.0,746.0,,,294.0,,2976.0,,229.0,2551.0,1102.0,2080.0,,619.0,,,,,,,,,,297.0,,,,,499.0,,422.0,663.0,,,350.0,,,8659.0,1058.0,606.0
76760,Pseudomonas rhodesiae,S,136843,,,,,,,6370.0,,,,,,2753.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16227.0,,,,,,8399.0,,
34073,Variovorax paradoxus,S,34072,,,,,,,,,,,,,,,,,,,,8345.0,,,,3602.0,6872.0,,,,,,,,,8979.0,,,,,,,,,,,,,,,,,,,,,5404.0,,,,,,,,
1598,Lactobacillus reuteri,S,1578,,,,,,,,,,429.0,,,,,,,,868.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31785.0,,
2202825,Methylobacterium durans,S,407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9888.0,23124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925818,Methylobacterium sp. AMS5,S,2615210,,,,,,,,,,,,,,,,,,,,28084.0,,,,,,,,,,,3183.0,,,,,,,,,,,1702.0,,,,,,,,,,,,,,,,,,,,,
1597,Lactobacillus paracasei,S,655183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32353.0,,
152331,Lactobacillus parabuchneri,S,1578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31766.0,,
39778,Veillonella dispar,S,29465,,,,724.0,,,2099.0,,,,,1380.0,,1671.0,,,,3440.0,,,,,,5336.0,,,,,,12971.0,,,1821.0,,,,,,,,,,,,,,,,,289.0,,,,,,,,,,,1947.0,,
88688,Caulobacter segnis,S,75,,,,,,,,,1041.0,758.0,,,,,,,,823.0,,4410.0,,364.0,,1190.0,3081.0,,,,,2170.0,,1102.0,2004.0,3943.0,,603.0,,,,,,,,,650.0,782.0,2098.0,511.0,,1121.0,,1353.0,607.0,,2786.0,,,,,,,,
232721,Acidovorax sp. JS42,S,2684926,,,,,,,,,,,,,,,,,,,,7521.0,,,,3741.0,,,,,,10340.0,,2266.0,,,,,,,,1760.0,,,,,,,,,,,,,,,5512.0,,,,,,,,
36809,Mycobacteroides abscessus,S,670516,,363.0,,,,,,,,,,,420.0,,,,,,,8632.0,,,,,9441.0,,,,,4456.0,,,,7775.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120107,Sphingobium cloacae,S,165695,,,,,925.0,,,,,,,,,,,,,1529.0,,8878.0,,970.0,,,,,,,,,,,,7598.0,,,1541.0,1149.0,,,,,,,,,1628.0,,,,,,,,4945.0,,,,,,,,1760.0
529,Ochrobactrum anthropi,S,528,588.0,,124.0,476.0,228.0,338.0,572.0,734.0,1059.0,,327.0,405.0,,337.0,557.0,,,194.0,353.0,1770.0,,,,332.0,1772.0,304.0,284.0,175.0,152.0,2450.0,205.0,346.0,1068.0,2235.0,795.0,381.0,128.0,649.0,190.0,333.0,787.0,274.0,,441.0,388.0,548.0,,136.0,1003.0,255.0,710.0,818.0,152.0,286.0,1440.0,139.0,515.0,130.0,253.0,331.0,597.0,447.0,1120.0
945844,Massilia oculi,S,149698,233.0,,,,,,,,,460.0,,,,,,,,,,15744.0,,,407.0,,1088.0,,,,,,,,3363.0,,3182.0,,,332.0,,,,,,,,,,,,422.0,,477.0,,,1083.0,,,,,,2097.0,1341.0,
1407071,Acinetobacter sp. TGL-Y2,S,196816,,,,,,,4044.0,,,,,,,,,,,,,,,,,7954.0,,,,,,18215.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1449093,Lactococcus lactis subsp. cremoris IBB477,S2,1359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6032.0,,,,,,,,,,,,,,,,,24153.0,,,,,,,,,,,,,
1871111,Acinetobacter defluvii,S,469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25556.0,,,,,,,,,4173.0,,,,,,,,,,,,,,,,,,,,
162426,Microbacterium hominis,S,33882,,,,,,,799.0,,,,,690.0,,558.0,535.0,,,,,2762.0,,383.0,,,2475.0,,,,,2115.0,232.0,,11771.0,3866.0,,,,,,,,470.0,,,,,,,,,,,,,,,,,,,2461.0,499.0,
762948,Rothia dentocariosa ATCC 17931,S1,2047,,,,,,,,,,,,1836.0,,,,,,2426.0,,,,,,6143.0,,,,,,13011.0,,,5022.0,,,,,,,,,,,,,,,,,1095.0,,,,,,,,,,,,,
29380,Staphylococcus caprae,S,1279,,,,,,29141.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1316254,Veillonella parvula HSIVP1,S1,29466,,,,,,,,,,,,1569.0,,,,,,3290.0,,,,,,7183.0,,,,,,17037.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487072,Chryseobacterium sp. H6466,S,2593645,,,,,,,1947.0,,,,,,,,,,,,,18120.0,,,,,,,,,,,1419.0,,,,,,,860.0,,,,,,,,,,,,,,,,,,,,,,,6395.0,,
1921510,Tardibacter chloracetimidivorans,S,2685927,,,,,,,,,,,,,,,,,,,,7129.0,,890.0,,,,,,,,5580.0,,1847.0,,6898.0,2740.0,,,,,,,,,,,,1526.0,,,,,2034.0,,,,,,,,,,,
334413,Finegoldia magna ATCC 29328,S1,1260,,289.0,,,,,,,,,,,,,,,,,,288.0,,,,,505.0,,,,,1298.0,,,2451.0,373.0,523.0,,,,,,,,,,,,,,,1055.0,,,,,1032.0,,189.0,,,,20621.0,,
2109913,Melaminivora sp. SC2-9,S,2641902,,,,,,,,,,,,,,,,,,,,6515.0,,,,,,,,,,8407.0,,,,7241.0,3240.0,,,,,,,,,,,2861.0,,,,,,,,,,,,,,,,,
1260,Finegoldia magna,S,150022,,177.0,,,,,,,,,,,,,148.0,,,,,170.0,,,,,371.0,,,,,844.0,,,2099.0,,235.0,156.0,277.0,279.0,333.0,169.0,393.0,,196.0,,,,,152.0,180.0,746.0,225.0,151.0,,101.0,916.0,,,,,,19105.0,259.0,184.0
1441629,Pseudomonas cichorii JBC1,S1,36746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27844.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1364,Lactococcus piscium,S,1357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8264.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19568.0,,
1886807,Pseudomonas sp. TMW 2.1634,S,2583993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27568.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216142,Pseudomonas rhizosphaerae,S,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27435.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525282,Finegoldia magna ATCC 53516,S1,1260,,,,,,,,,,,,,,,,,,,,,,,,259.0,481.0,,,,,1020.0,,,2441.0,,,,,,,,,,,,,,,,,970.0,,,,,1027.0,,,,,,21187.0,,
1206777,Pseudomonas sp. Lz4W,S,136849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27303.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1788301,Pseudomonas versuta,S,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27298.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019,Capnocytophaga sputigena,S,1016,,,,,,,,,,,,,,,,,,11468.0,,,,,,3011.0,,,,,,8251.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4434.0,,
134537,Paraburkholderia fungorum,S,1822464,,,,,,,,,,,4339.0,,,,,,,,,4810.0,,,931.0,,,,,1224.0,,3462.0,843.0,,2234.0,,1982.0,,,1450.0,,,,,,,,,,942.0,,,,,,,3812.0,,,,,682.0,,,
365046,Ramlibacter tataouinensis TTB310,S1,94132,,,,,,,,,,,,,,,,,,,,6542.0,,,,,,,1073.0,,,8453.0,,,,7320.0,,,,,,,,,,,,,1476.0,,,,1689.0,,,,,,,,,,,,
199201,Pseudomonas syringae pv. lapsa,S1,317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26206.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743720,Pseudomonas fulva 12-X,S1,47880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,Pseudomonas syringae,S,251695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26095.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017,Capnocytophaga gingivalis,S,1016,,,,,,,2093.0,,,,,,,,744.0,,,11562.0,,,,,,3091.0,,,,,,8573.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45610,Psychrobacter urativorans,S,497,,,,,,,,,,,,,,,,,,,,23836.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2201.0,,,,,,,,
1404768,Bradyrhizobium amphicarpaeae,S,374,,,,,,,,,,,,,,,,,,,,,,,,,10682.0,,,,,6286.0,,,,8968.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155892,Caulobacter vibrioides,S,75,,,,745.0,,,1277.0,,,,,,,,,,,899.0,,4466.0,,,,,2785.0,303.0,,,,,545.0,1220.0,,3757.0,1170.0,,,,,,,,,,,828.0,1876.0,,884.0,1247.0,,,496.0,,2773.0,,,,663.0,,,,
1246301,Variovorax paradoxus B4,S1,34073,,,,,,,3145.0,,,1694.0,,,,,,,,,,8455.0,,,,,6984.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5601.0,,,,,,,,
82633,Cupriavidus pauculus,S,106589,,,,,,,,,,,,,,,,571.0,,,,6340.0,,,,,,,,,,4927.0,,,2693.0,,,,1601.0,,,,,,,,,,,,2890.0,2068.0,,,,,,,,,,,,2464.0,2321.0
1379,Gemella haemolysans,S,1378,,,,,,,1008.0,,,,,305.0,,,,,,1469.0,144.0,266.0,,,,3106.0,,,,,,7230.0,,,3231.0,,875.0,349.0,978.0,,477.0,,395.0,333.0,157.0,,,209.0,357.0,332.0,,333.0,419.0,448.0,482.0,,986.0,188.0,249.0,,,,942.0,527.0,
1484116,Hymenobacter sp. PAMC 26554,S,2615202,1387.0,342.0,607.0,,,,123.0,,,,,429.0,,,434.0,,813.0,,874.0,1011.0,,,,593.0,1152.0,,,574.0,,1349.0,,,6467.0,804.0,1712.0,,2373.0,,,,,,,526.0,,,285.0,,423.0,,,,,243.0,,,,,,,3268.0,,
471,Acinetobacter calcoaceticus,S,909768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25686.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
981334,Acinetobacter radioresistens DSM 6976 = NBRC 102413 = CIP 103788,S1,40216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25544.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1789224,Acinetobacter larvae,S,469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158500,Novosphingobium resinovorum,S,165696,,,,,,,,,2072.0,,,,,,,,,,,7326.0,,,,,,,,,,5553.0,,,,6939.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3627.0,,
2014534,Microbacterium sp. PM5,S,2609290,,,,,,,772.0,,,,,,,,,,,620.0,,3899.0,667.0,,,690.0,3422.0,,441.0,,,2535.0,,,,4540.0,1129.0,,,,,,1016.0,,353.0,,,,1106.0,,,,223.0,830.0,766.0,,1133.0,385.0,,,,356.0,,540.0,
225991,Comamonas aquatica,S,283,,,,,,,,,,,,,,,,,,,,6555.0,,892.0,,,,,,,,,,,,,3171.0,,1447.0,,,,,,,,,,,,1785.0,3109.0,1665.0,1967.0,,,4650.0,,,,,,,,
1332080,Sphingobium baderi,S,165695,,,,,,,,,2131.0,,,437.0,,,,,,,,,1961.0,,,,5183.0,,1244.0,,,,,,,7376.0,,,,,,,,,,,,,,,,,,,,,5084.0,,,,1781.0,,,,
34004,Paracoccus aminovorans,S,265,,,,,,,,,,,,,,,,,,,,25017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1077935,Paracoccus zhejiangensis,S,265,,,,,,,,,,,,,,,,,,,,25005.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1296669,Aquabacterium olei,S,92793,125.0,130.0,101.0,,,451.0,208.0,162.0,310.0,508.0,,186.0,,192.0,217.0,268.0,,278.0,132.0,1270.0,439.0,115.0,,255.0,2683.0,354.0,222.0,215.0,,1999.0,189.0,281.0,191.0,2792.0,416.0,428.0,122.0,205.0,536.0,129.0,742.0,328.0,383.0,,717.0,196.0,670.0,,172.0,158.0,162.0,320.0,452.0,151.0,2055.0,206.0,276.0,223.0,341.0,110.0,304.0,308.0,548.0
910265,Pseudomonas aeruginosa C-NN2,S1,287,,,,,,,,,,,,,,,,,,,,,,,,,24891.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037911,Pseudomonas fluorescens A506,S1,294,,,,,,,,,,,,,,,,,,,,,,,,,24771.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47671,Lautropia mirabilis,S,47670,,,666.0,,,,1554.0,1447.0,,1959.0,,758.0,,,,,,,,,,,,,,,,,,3285.0,,,,5914.0,,,,,,,,,1188.0,,,,,,2375.0,,,2026.0,1633.0,,,,,,,,1826.0,,
1196325,Pseudomonas putida DOT-T1E,S1,303,,,,,,,,,,,,9806.0,,,,,,5464.0,,,4429.0,,,,,,,,,,,,,,,,,2532.0,,,,,,,,,,,,,,,,,,,2072.0,,,,,,
675864,Auraticoccus monumenti,S,1278221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24152.0,,
340,Xanthomonas campestris pv. campestris,S1,339,,,,,,,,,,,,507.0,,,,,,,,6928.0,,,,1465.0,,,,,,15232.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1720344,Psychrobacter sp. AntiMn-1,S,196806,,,,,,,,,,,,,,,,,,,,24071.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679497,Caulobacter flavus,S,75,479.0,,,,,,,389.0,,,,,,,,400.0,,,304.0,4458.0,,,612.0,,2858.0,,,,,2433.0,,,2018.0,4004.0,,,,,,,1103.0,,,,,,,,,1250.0,,,,,,426.0,,,705.0,,1513.0,905.0,
272942,Rhodobacter capsulatus SB 1003,S1,1061,,,,,,,,,,,,,,,,,,,,8197.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15608.0,,
1224164,Corynebacterium vitaeruminis DSM 20294,S1,38305,,,,,,,1924.0,,777.0,,,1080.0,,,,,,,,2528.0,,,,,2954.0,,,,1028.0,7113.0,,888.0,,5109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366602,Caulobacter sp. K31,S,2648921,,,,,,,,,,,,,,,745.0,289.0,,,,4250.0,,,,,2875.0,,,,,2192.0,,,1946.0,3511.0,1231.0,,633.0,,,,,,620.0,,,,,,,1105.0,,1184.0,,,2672.0,,,,,,,,
2575923,Brevibacterium sp. CS2,S,2614124,,,129.0,269.0,,,,,,,,,,,,,,,,261.0,,,,,,,,,,,,,,,,,,,,,,324.0,,,,,,,,,,,,,,,,,,,21122.0,1131.0,
